id;label
70289;0.32097201754780963
72532;0.27511154555170697
121453;0.2623969830691712
113840;0.25135714810046383
123851;0.23653082826834534
73593;0.234632663485536
109464;0.2308071576407745
70281;0.22494806174831516
91618;0.2106835348643961
70482;0.20990162321971936
122737;0.20491673820140163
70711;0.20378635407742396
71727;0.2037740876919631
118674;0.20377176646124298
73940;0.2027868267373999
95217;0.20167867100853368
90374;0.2009602723471303
111356;0.19169637128351205
121181;0.19144992628107912
116916;0.19118402701740117
70805;0.18842480148292773
71050;0.18676050987914272
71701;0.1862644044764531
72482;0.18526740703664046
121021;0.18323344631765331
94436;0.18132585654999517
147374;0.18049306805925888
109053;0.1804451765238651
114948;0.18025213704667586
97421;0.17957461419269485
72655;0.17899968284885717
118526;0.17890652853210637
114872;0.1787452377771483
70721;0.1780235535719137
118683;0.17573458573212541
120675;0.17401300044537701
74596;0.17379176198894128
70314;0.17375995928913954
95387;0.17278117497501985
77047;0.17209485405555988
142699;0.17176177540730736
70356;0.17174258182706026
70207;0.17113569001378803
72142;0.16986404442406333
97202;0.16981243392527742
74898;0.16965086289866416
118347;0.16951012649322392
94416;0.16941293101791727
113622;0.16734604143119414
117602;0.16695664115938835
114475;0.16604022173362787
97839;0.16588172064722684
73469;0.16571338651950038
107819;0.16526577641030576
114665;0.16473641099819167
97703;0.1645704728270979
123857;0.16258388586030512
113793;0.16151332309375416
116937;0.16089549734068798
124119;0.16051855522283714
111830;0.1604131923252241
114832;0.16025527234990267
95464;0.15973594530929341
74302;0.1597159561591853
72773;0.15960487917070168
71296;0.1593301685588232
117982;0.15927009846711182
120778;0.15906890098075063
107987;0.15864386919660575
118487;0.15757392661624023
120943;0.1573883306384949
70425;0.15688131310312628
120311;0.1567441863598056
147038;0.1558405597009431
98886;0.1540187586278951
125405;0.1540099468265553
89276;0.15398085862087924
122983;0.15377910992423946
70412;0.1532953430297237
72942;0.1530776920309804
70932;0.1527839388995171
71609;0.15223038629102278
73381;0.1521833936329614
71869;0.15212562231809193
124926;0.15203715836054554
72648;0.15179983414667023
113969;0.15160702562665174
72325;0.1509921856642685
108067;0.15094712065407104
73936;0.1507917264022606
73954;0.1489518802366421
96486;0.14884793566158022
71941;0.14872219721341884
88895;0.1484557747154916
70240;0.14797092981205778
124076;0.14782441106866798
75666;0.14763619790489438
71159;0.14740254390473
113647;0.14735179830946185
72386;0.1472270516259234
120931;0.1471993549388551
74355;0.14653893428625053
73482;0.14647596904917173
116956;0.1459586235982852
74099;0.14552901447279873
113799;0.14487288348597172
114281;0.1446577463523402
71265;0.14431756386441918
124048;0.14428419012243146
113763;0.14406248639734726
73880;0.14402309602424274
114210;0.14365289437796147
94772;0.143508861803698
94174;0.14348944863109664
74155;0.1434633168584537
97809;0.14249396635789707
74059;0.1419730657283305
94642;0.1418140920086051
71548;0.1417152083172298
108556;0.14159305294281124
112350;0.1415212370399175
73580;0.1411915155950515
123103;0.1410310774749267
123299;0.14096214100067347
117328;0.14087830409370236
76438;0.1403125858644513
76710;0.14025716318041231
122953;0.14014216284608302
96418;0.13981029533658254
109371;0.13970604075496845
118691;0.13960303755152623
147221;0.13956823872667967
73984;0.1395140843531358
74585;0.13947488672384856
94303;0.13908912102785045
70198;0.13846299885924596
98026;0.13844525371298674
73210;0.13841260699984734
72981;0.13823503318436298
97042;0.13812044116342329
70692;0.137947829971637
113651;0.1378493365907735
142786;0.137537521335285
121043;0.13718554040115094
70286;0.1371353596368079
94516;0.13703960126811388
111464;0.13693589358598288
114654;0.13679595969735162
120090;0.13679049486920894
115572;0.13669280391499009
97183;0.13667304709903016
94615;0.13614050570749128
72235;0.1361296677944647
122264;0.13605217249101278
113825;0.13571223696017715
111391;0.13562062496057647
95936;0.13534798240158447
101266;0.13507716603835587
122325;0.13501899066621595
89971;0.1350139410045666
73945;0.13499941345553396
113937;0.1349585495240976
91233;0.13492825729117727
72290;0.13492651031372704
124453;0.13491866833927493
109357;0.1348694455091449
70206;0.13464226034730756
95049;0.13421939340648312
91111;0.13403106916804966
72940;0.1339291536389406
123527;0.13307924432479273
96385;0.1330095158886093
97449;0.13281369906669374
100028;0.1325524650912553
72995;0.13216765731394467
116990;0.1321127321051845
107496;0.13207380819602677
97448;0.1317803889230312
95101;0.1314215883728284
98842;0.1313026030185391
122384;0.13117605879681066
72241;0.1310095638948929
115499;0.1309396710811364
95401;0.13092209572395652
82226;0.1309138402631101
97859;0.13056682303795555
96468;0.1304300474596583
107622;0.13009613114858434
113603;0.13008047858226068
114596;0.1299795868974472
72288;0.129977958776714
96721;0.12966716375441587
120994;0.12961687282579332
118616;0.12951535772454767
73222;0.12946378549294152
72076;0.12942771917870166
110010;0.12896522568721888
120426;0.12848642317578682
73194;0.12842120012662758
88840;0.12807659910292604
70810;0.12799218324250386
71820;0.12787050299165703
133082;0.12775332484734078
120746;0.12772770459911828
113787;0.12772007080060616
94656;0.12758393067932192
110921;0.1275357540841903
70269;0.12717635009705655
109311;0.12674131318824275
94821;0.1265989480394311
70743;0.12659329230110106
70339;0.12650366127326548
72004;0.12645775103099488
92489;0.1262893799045209
95544;0.1261641956674083
70245;0.12613911561405033
73751;0.12598349455248806
88749;0.1257686579859092
97074;0.12568167031543556
114483;0.12547265160734217
70431;0.12543208626309565
74565;0.12528217199184566
73446;0.12525234221447254
147798;0.12512726011109548
110877;0.12507494121916415
109923;0.1250373823295544
77286;0.12499639600647194
122510;0.12475555523934936
71041;0.12465057841676569
96389;0.12432362445329746
148191;0.12421816473176832
123856;0.12412645668211567
117440;0.1239583009625169
123370;0.12393639402751366
116920;0.12392697712608386
117625;0.12390049209849921
73534;0.12364987242438703
75648;0.12363018178068104
74971;0.12324460031572347
120570;0.12318841527657012
96492;0.12299047583051151
123964;0.12274008604742279
96176;0.12245006528933336
71595;0.12240190705104914
109786;0.12238528474651804
121893;0.12227851227687354
71417;0.12164481000122626
71422;0.12155346499846949
76921;0.12145576725773968
88916;0.12141556268008588
108391;0.12140414378441661
125398;0.12139260053415031
74762;0.1212691162218947
70875;0.12126254959293517
120099;0.12122001125056354
73342;0.1210925834873635
72808;0.12105058679813586
120485;0.12098133369530557
96933;0.12090086683257222
107458;0.12074663936035936
94584;0.12071245335146216
95136;0.12065314804182616
73841;0.12058127089656148
73297;0.12041490371968235
73612;0.12040355101457448
100569;0.12038872346563871
73797;0.12036863971377064
98134;0.12026055848080298
114196;0.1200953438734761
72718;0.12003741652386349
73986;0.11997125740583246
147776;0.11969818030807927
71806;0.11965286108069509
99021;0.11955102939038127
117045;0.11955010398375036
94473;0.1195230699042983
121156;0.1195184057600795
124080;0.11942938542570244
97728;0.11939683416588448
116907;0.11935455116246886
115161;0.1193362580513503
95021;0.11928868001529301
122140;0.11921262871413488
98605;0.11919407145959442
118313;0.11917324049487382
117907;0.11911109676466061
122279;0.11904278603253013
110104;0.1190279154434131
120373;0.11899541410111476
92526;0.1189860770339282
100389;0.11895491721224663
76010;0.11889959273693909
97830;0.11879032562216
123383;0.11876310860344078
98988;0.11872239491747298
70232;0.11865046919919664
115738;0.11864779690209168
74765;0.11848184128725336
122254;0.11821517452832353
140318;0.11820023470209869
74430;0.11816671021495172
94815;0.11816116819741479
107877;0.11814287860383378
94420;0.11810850491661662
76738;0.1180680526348863
115897;0.11800949995064056
88927;0.1179784404991478
122520;0.1178350234128912
71532;0.11768168072465666
73978;0.11764081931609298
73893;0.11754614783352234
97766;0.11738589921555628
116900;0.11730131585389904
120684;0.11725134984447691
120123;0.11715006210290074
71062;0.11689696024836761
70258;0.11671860026248272
74995;0.11660264304825652
70833;0.1162882953360413
114950;0.11612551756993017
95916;0.11608295404272027
94711;0.11601833678493619
115940;0.11597373364831191
117968;0.11579377881910191
123946;0.11572269924327377
91006;0.11570152328692987
107397;0.11565235120915425
117076;0.11551854319879798
94554;0.115501521336522
123244;0.11548272057162905
108260;0.11545496362533647
121480;0.11539327672121952
114729;0.11533262917293925
96896;0.11525740913207456
70315;0.11523624636442233
146888;0.11516176529850482
122284;0.11512135693541786
100783;0.11509415683012406
95095;0.11504974963542117
117487;0.11499164743866697
124125;0.114926796826295
71266;0.11474231234582531
95666;0.11463785551127462
76932;0.11454844906519344
94511;0.11443017546840403
